plinder_pdb	plinder_chain	casf_pdb	casf_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
3vq7	3vq7_B	3ao4	3ao4__chain0	96.4	97.9	100.0	139	141	139	3.48e-97	270.0
3vqd	3vqd_B	3ao4	3ao4__chain0	97.1	99.3	100.0	139	140	139	4.94e-99	274.0
3vqe	3vqe_B	3ao4	3ao4__chain1	98.5	99.2	100.0	133	133	133	8.019999999999999e-95	263.0
3vqp	3vqp_B	3ao4	3ao4__chain0	97.8	99.3	100.0	139	140	139	1.4700000000000001e-100	278.0
3vqq	3vqq_B	3ao4	3ao4__chain0	97.1	98.6	100.0	139	140	139	8.2e-98	271.0
3vrz	3vrz_B	3k5v	3k5v__chain0	45.7	58.2	92.3	265	431	286	1.69e-78	239.0
3vs0	3vs0_A	3k5v	3k5v__chain0	45.3	58.3	92.3	265	429	286	1.2600000000000001e-77	236.0
3vs1	3vs1_A	3k5v	3k5v__chain0	45.3	58.8	92.3	265	425	286	1.12e-77	236.0
3vs2	3vs2_A	3k5v	3k5v__chain0	45.3	58.0	92.3	265	431	286	1.34e-77	236.0
3vs4	3vs4_A	3k5v	3k5v__chain0	45.7	58.6	92.3	265	430	286	5.83e-79	240.0
3vs5	3vs5_B	3k5v	3k5v__chain0	45.3	58.4	92.3	265	428	286	1.22e-77	236.0
3vs6	3vs6_A	3k5v	3k5v__chain0	45.7	57.7	92.3	265	435	286	1.9e-78	239.0
3vs7	3vs7_A	3k5v	3k5v__chain0	45.3	57.5	92.3	265	433	286	5.62e-77	235.0
3vsp	3vsp_A	2yfe	2yfe__chain0	99.2	100.0	99.6	265	265	264	1.51e-184	501.0
3vw8	3vw8_A	4twp	4twp__chain0	41.9	81.5	92.1	258	303	266	1.28e-59	185.0
3vxe	3vxe_H	3bv9	3bv9__chain1	99.6	100.0	99.2	257	257	259	9.25e-203	546.0
3w10	3w10_A	3e5a	3e5a__chain0	99.2	100.0	99.2	263	263	265	3.2e-197	533.0
3w16	3w16_A	3myg	3myg__chain0	98.4	100.0	100.0	252	249	252	2.94e-184	499.0
3w18	3w18_B	3myg	3myg__chain0	93.3	100.0	100.0	252	236	252	6.41e-171	464.0
3w2c	3w2c_A	3myg	3myg__chain0	81.2	100.0	99.2	250	203	252	2.2099999999999998e-135	373.0
3w51	3w51_A	4j21	4j21__chain0	100.0	100.0	100.0	209	209	209	4.26e-161	437.0
3w6h	3w6h_A	4jsz	4jsz__chain0	60.2	100.0	99.2	256	256	257	3.31e-110	312.0
3w7f	3w7f_A	3acw	3acw__chain0	100.0	100.0	100.0	284	284	284	3.36e-209	565.0
3war	3war_A	4eor	4eor__chain0	31.7	88.3	98.0	303	334	294	3.23e-39	134.0
3we8	3we8_A	3jya	3jya__chain0	99.6	100.0	99.6	273	273	274	6.3e-211	568.0
3wh6	3wh6_A	2wbg	2wbg__chain0	47.4	98.6	98.4	439	443	443	5.67e-145	415.0
3wh7	3wh7_A	2wbg	2wbg__chain0	47.4	98.6	98.4	439	443	443	5.67e-145	415.0
3wh8	3wh8_A	2wbg	2wbg__chain0	47.5	99.3	98.2	438	437	443	2.11e-143	410.0
3wil	3wil_A	4eor	4eor__chain0	31.7	89.1	98.0	303	331	294	3.01e-39	134.0
3wip	3wip_D	4qac	4qac__chain1	100.0	100.0	98.5	202	202	205	2.65e-150	409.0
3wj4	3wj4_A	2yfe	2yfe__chain0	98.8	99.2	97.3	257	256	264	1.53e-177	483.0
3wj5	3wj5_A	2yfe	2yfe__chain0	98.8	99.2	98.1	259	258	264	7.050000000000001e-179	486.0
3wmh	3wmh_A	2yfe	2yfe__chain0	98.5	100.0	98.9	264	264	264	1.97e-182	495.0
3wnf	3wnf_A	3ao4	3ao4__chain1	98.5	98.5	100.0	133	133	133	1.8899999999999999e-93	259.0
3wng	3wng_B	3ao4	3ao4__chain1	98.5	97.8	100.0	134	136	133	1.51e-93	260.0
3wnh	3wnh_B	3ao4	3ao4__chain1	98.5	98.5	100.0	133	134	133	8.359999999999999e-95	263.0
3wq9	3wq9_A	3rlr	3rlr__chain0	100.0	99.5	95.9	210	211	219	5.19e-149	407.0
3wzd	3wzd_A	3pyy	3pyy__chain0	36.3	98.6	99.2	289	278	265	8.900000000000001e-56	174.0
3wze	3wze_A	3pyy	3pyy__chain0	38.2	95.6	98.5	285	298	265	3e-62	192.0
3zcm	3zcm_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
3zcp	3zcp_A	3ebp	3ebp__chain0	99.8	100.0	100.0	810	810	810	0.0	1636.0
3zcq	3zcq_A	3ebp	3ebp__chain0	99.5	100.0	100.0	810	810	810	0.0	1627.0
3zcr	3zcr_A	3ebp	3ebp__chain0	99.5	100.0	100.0	810	807	810	0.0	1627.0
3zcs	3zcs_A	3ebp	3ebp__chain0	99.4	100.0	100.0	810	807	810	0.0	1626.0
3zct	3zct_A	3ebp	3ebp__chain0	99.9	100.0	100.0	810	810	810	0.0	1637.0
3zcu	3zcu_A	3ebp	3ebp__chain0	99.5	99.9	100.0	810	808	810	0.0	1627.0
3zcv	3zcv_A	3ebp	3ebp__chain0	99.9	100.0	100.0	810	810	810	0.0	1637.0
3zdi	3zdi_A	2fvd	2fvd__chain0	33.7	83.7	97.2	297	349	284	1.26e-50	164.0
3zdu	3zdu_A	2fvd	2fvd__chain0	36.5	92.3	95.8	293	297	284	1.2400000000000001e-56	178.0
3zew	3zew_B	3qgy	3qgy__chain0	41.1	94.4	97.6	241	252	245	3.7299999999999997e-60	184.0
3zj7	3zj7_A	2j78	2j78__chain0	38.6	98.7	98.2	471	467	443	5.46e-102	306.0
3zj8	3zj8_B	2j78	2j78__chain0	38.6	98.7	98.2	471	467	443	5.46e-102	306.0
3zkn	3zkn_A	3rsx	3rsx__chain0	55.1	98.1	98.4	372	375	375	1.0899999999999999e-150	424.0
3zks	3zks_A	3rsx	3rsx__chain0	54.7	97.8	98.4	369	360	375	3.16e-146	412.0
3zlu	3zlu_B	1e66	1e66__chain0	59.5	99.4	99.8	533	532	532	8.289999999999999e-244	673.0
3zme	3zme_A	5a7b	5a7b__chain0	100.0	100.0	99.5	195	195	196	1.28e-153	417.0
3zo3	3zo3_A	1q8t	1q8t__chain0	99.4	100.0	99.7	340	340	341	2.2199999999999998e-256	689.0
3zps	3zps_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.36e-71	201.0
3zpt	3zpt_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.36e-71	201.0
3zpu	3zpu_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.36e-71	201.0
3zr7	3zr7_A	3b5r	3b5r__chain0	55.5	98.8	100.0	247	250	247	2.6e-103	294.0
3zra	3zra_A	3b5r	3b5r__chain0	55.5	98.8	100.0	247	250	247	2.6e-103	294.0
3zrb	3zrb_A	3b5r	3b5r__chain0	55.5	98.8	100.0	247	250	247	2.6e-103	294.0
3zs5	3zs5_A	4f9w	4f9w__chain0	100.0	98.8	100.0	336	340	336	3.57e-254	683.0
3zsg	3zsg_A	4f9w	4f9w__chain0	100.0	99.7	100.0	336	337	336	2.22e-254	683.0
3zsh	3zsh_A	4f9w	4f9w__chain0	98.2	99.7	100.0	336	331	336	7.010000000000001e-245	659.0
3zsi	3zsi_A	4f9w	4f9w__chain0	97.3	100.0	99.7	335	326	336	4.32e-240	647.0
3zso	3zso_A	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	2.29e-111	306.0
3zsr	3zsr_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
3zsv	3zsv_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
3zt0	3zt0_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
3zun	3zun_B	4w9c	4w9c__chain1	100.0	100.0	100.0	86	86	86	2.1899999999999998e-61	175.0
3zv7	3zv7_A	1e66	1e66__chain0	100.0	99.4	100.0	532	535	532	0.0	1108.0
3zxt	3zxt_B	3myg	3myg__chain0	32.9	97.2	95.2	249	253	252	7.47e-40	132.0
4a16	4a16_A	1e66	1e66__chain0	59.0	99.3	99.8	537	541	532	4.0799999999999996e-244	674.0
4a2j	4a2j_A	3b5r	3b5r__chain0	55.5	98.8	100.0	247	250	247	2.6e-103	294.0
4a9e	4a9e_C	3p5o	3p5o__chain0	81.1	99.1	83.5	106	107	127	2.6e-67	192.0
4a9j	4a9j_C	3p5o	3p5o__chain0	81.0	99.1	82.7	105	106	127	1.44e-66	190.0
4a9k	4a9k_A	3p5o	3p5o__chain0	33.3	88.7	79.5	102	115	127	7.61e-18	67.4
4a9l	4a9l_A	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.08e-96	266.0
4a9o	4a9o_C	3p5o	3p5o__chain0	81.1	99.1	83.5	106	107	127	2.6e-67	192.0
4a9y	4a9y_A	4f9w	4f9w__chain0	98.8	99.7	100.0	336	334	336	6.06e-249	669.0
4aaa	4aaa_A	4eor	4eor__chain0	41.1	93.9	96.6	302	295	294	3.11e-71	216.0
4agu	4agu_B	4eor	4eor__chain0	39.5	98.9	95.9	299	276	294	2.37e-68	207.0
4agw	4agw_B	3k5v	3k5v__chain0	44.5	94.9	92.3	265	257	286	2.5699999999999998e-74	222.0
4aht	4aht_B	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	6.58e-111	305.0
4aiu	4aiu_A	2w4x	2w4x__chain0	99.5	100.0	99.8	578	576	579	0.0	1169.0
4alh	4alh_C	3p5o	3p5o__chain0	81.1	99.1	83.5	106	107	127	2.6e-67	192.0
4ans	4ans_A	4m0y	4m0y__chain0	40.6	84.0	92.4	254	294	263	6.23e-57	178.0
4aoj	4aoj_C	3qgy	3qgy__chain0	40.3	95.0	97.6	248	261	245	2.78e-62	190.0
4aot	4aot_A	3myg	3myg__chain0	32.2	88.1	98.0	255	278	252	8.94e-38	127.0
4apu	4apu_A	3b5r	3b5r__chain0	55.5	98.8	100.0	247	250	247	2.6e-103	294.0
4ara	4ara_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
4arb	4arb_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
4as0	4as0_A	3jya	3jya__chain0	99.6	100.0	99.6	273	273	274	6.3e-211	568.0
4asa	4asa_A	2fxs	2fxs__chain0	100.0	100.0	100.0	213	213	213	1.3e-148	405.0
4asb	4asb_A	2fxs	2fxs__chain0	100.0	100.0	100.0	213	213	213	1.3e-148	405.0
4asf	4asf_A	2fxs	2fxs__chain0	100.0	99.5	100.0	213	214	213	2.73e-148	405.0
4asg	4asg_A	2fxs	2fxs__chain0	100.0	100.0	100.0	213	213	213	1.3e-148	405.0
4atl	4atl_A	2wbg	2wbg__chain0	41.3	97.2	97.5	465	470	443	4.21e-114	337.0
4aw0	4aw0_A	1ydr	1ydr__chain0	38.3	96.1	79.8	274	285	336	9.64e-69	210.0
4aw1	4aw1_A	1ydr	1ydr__chain0	39.0	93.7	79.8	269	287	336	2.9e-71	217.0
4aw2	4aw2_A	1q8t	1q8t__chain0	36.9	76.4	86.2	309	398	341	8.11e-66	207.0
4axb	4axb_A	1e66	1e66__chain0	52.9	100.0	99.1	527	526	532	1.04e-223	622.0
4b0o	4b0o_A	1e66	1e66__chain0	52.9	99.8	99.1	527	527	532	7.61e-224	622.0
4b0p	4b0p_A	1e66	1e66__chain0	52.9	99.8	99.1	527	527	532	7.61e-224	622.0
4b0q	4b0q_A	3udh	3udh__chain0	97.6	100.0	95.9	378	369	394	6.19e-279	749.0
4b6l	4b6l_A	2br1	2br1__chain0	32.1	89.3	92.6	262	281	272	2.62e-34	119.0
4b6q	4b6q_A	3n7a	3n7a__chain5	97.8	99.3	100.0	137	135	137	3.9e-92	256.0
4b7t	4b7t_A	2fvd	2fvd__chain0	33.7	83.4	97.2	297	350	284	1.3e-50	164.0
4b80	4b80_A	1e66	1e66__chain0	59.4	98.9	99.6	532	538	532	5.48e-246	679.0
4b82	4b82_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
4b85	4b85_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
4b8l	4b8l_A	3myg	3myg__chain0	68.8	98.4	99.2	250	249	252	1.78e-130	363.0
4b99	4b99_A	3e92	3e92__chain0	46.5	97.9	94.6	333	335	349	2.7000000000000003e-99	291.0
4b9d	4b9d_B	3ag9	3ag9__chain0	31.6	90.8	87.5	288	295	319	4.910000000000001e-35	122.0
4bbm	4bbm_B	2fvd	2fvd__chain0	42.2	92.8	95.1	289	292	284	1.6999999999999997e-67	206.0
4bc6	4bc6_A	2xnb	2xnb__chain0	31.2	90.2	97.0	292	285	296	3.6e-33	117.0
4bcr	4bcr_A	2yfe	2yfe__chain0	61.2	100.0	95.8	263	263	264	9.23e-116	327.0
4bdl	4bdl_A	4dld	4dld__chain1	86.7	99.6	97.6	249	250	254	3.0600000000000004e-164	448.0
4bdm	4bdm_A	4dld	4dld__chain1	87.0	100.0	97.2	247	246	254	2.1400000000000003e-163	446.0
4bdn	4bdn_C	4dld	4dld__chain1	86.7	99.6	97.6	248	247	254	1.83e-162	444.0
4bdo	4bdo_C	4dld	4dld__chain1	85.1	100.0	97.6	249	246	254	1.61e-158	434.0
4bdq	4bdq_A	4dld	4dld__chain1	86.7	99.2	97.6	249	251	254	1.5800000000000002e-164	449.0
4bdr	4bdr_A	4dld	4dld__chain1	87.0	100.0	99.2	253	253	254	1.31e-168	459.0
4bf2	4bf2_B	3ag9	3ag9__chain0	32.6	88.5	72.7	242	252	319	2.67e-29	106.0
4bfm	4bfm_A	3jya	3jya__chain0	34.7	78.3	95.3	268	313	274	7.25e-37	127.0
4bfq	4bfq_A	2xys	2xys__chain0	100.0	100.0	100.0	205	205	205	9.68e-156	423.0
4bgq	4bgq_A	1pxn	1pxn__chain0	37.2	98.2	96.3	293	276	294	1.36e-58	182.0
4bky	4bky_A	3ag9	3ag9__chain0	35.8	75.6	80.6	257	311	319	1.6099999999999998e-45	150.0
4bl1	4bl1_A	3ag9	3ag9__chain0	35.0	75.3	80.6	257	312	319	1.3500000000000002e-43	145.0
4bmx	4bmx_B	4f2w	4f2w__chain1	34.2	100.0	97.5	234	233	237	2.65e-37	124.0
4bmz	4bmz_B	4f2w	4f2w__chain1	34.0	100.0	97.9	235	234	237	1.94e-37	125.0
4boh	4boh_A	1bcu	1bcu__chain1	100.0	100.0	100.0	249	249	249	1.4199999999999997e-197	532.0
4bqf	4bqf_A	3ebp	3ebp__chain0	47.0	99.4	99.0	825	824	810	5.2500000000000005e-247	703.0
4bqi	4bqi_A	3ebp	3ebp__chain0	47.0	99.4	99.0	825	824	810	5.2500000000000005e-247	703.0
4bqj	4bqj_A	3b27	3b27__chain0	100.0	100.0	99.1	213	213	215	7.22e-151	411.0
4btl	4btl_A	1e66	1e66__chain0	59.6	98.9	99.6	532	535	532	1.4e-245	677.0
4bu3	4bu3_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bu5	4bu5_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bu6	4bu6_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bu7	4bu7_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bu8	4bu8_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bu9	4bu9_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bua	4bua_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bud	4bud_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bue	4bue_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4buf	4buf_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bui	4bui_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bus	4bus_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4but	4but_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4buu	4buu_A	4kzq	4kzq__chain0	100.0	77.0	100.0	161	209	161	8.360000000000001e-123	338.0
4buv	4buv_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4buw	4buw_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bux	4bux_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4buy	4buy_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
4bzd	4bzd_A	4eor	4eor__chain0	94.2	99.6	99.7	293	277	294	8.51e-199	538.0
4c2w	4c2w_A	2wtv	2wtv__chain0	71.0	97.4	98.9	262	269	264	5.6299999999999996e-142	393.0
4c34	4c34_A	1q8t	1q8t__chain0	97.6	99.7	99.7	340	340	341	1.1800000000000001e-251	677.0
4c3f	4c3f_A	3k5v	3k5v__chain0	46.8	100.0	91.6	263	257	286	5.4599999999999995e-84	246.0
4c3p	4c3p_A	3e5a	3e5a__chain0	99.6	100.0	99.6	264	264	265	1.42e-198	536.0
4c3r	4c3r_A	3myg	3myg__chain0	99.6	100.0	99.6	252	252	252	3.6e-188	509.0
4c62	4c62_A	4hge	4hge__chain0	95.1	100.0	99.0	283	275	286	1.0099999999999999e-199	540.0
4c67	4c67_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
4ccb	4ccb_A	3pyy	3pyy__chain0	40.7	91.1	99.2	275	291	265	9.46e-65	198.0
4ccu	4ccu_A	3pyy	3pyy__chain0	39.7	90.8	99.2	277	293	265	1.44e-61	190.0
4ce9	4ce9_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cea	4cea_A	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	2.29e-111	306.0
4cec	4cec_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ced	4ced_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cee	4cee_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cef	4cef_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ceo	4ceo_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ceq	4ceq_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cer	4cer_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ces	4ces_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cez	4cez_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cf0	4cf0_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cf1	4cf1_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cf2	4cf2_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cf8	4cf8_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cf9	4cf9_A	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	6.58e-111	305.0
4cfa	4cfa_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cfb	4cfb_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cfc	4cfc_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cfd	4cfd_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cfh	4cfh_A	3jvs	3jvs__chain0	34.9	62.4	95.7	261	402	256	7.3e-41	139.0
4cfk	4cfk_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
4cfn	4cfn_A	2xnb	2xnb__chain0	99.7	99.0	99.7	295	297	296	2.6899999999999998e-219	591.0
4cgd	4cgd_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cgf	4cgf_A	3zsx	3zsx__chain0	99.3	100.0	100.0	149	148	149	8.280000000000001e-109	300.0
4cgh	4cgh_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4chn	4chn_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cho	4cho_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4chp	4chp_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4chq	4chq_A	3zsx	3zsx__chain0	99.3	100.0	100.0	149	148	149	8.280000000000001e-109	300.0
4chy	4chy_A	3zsx	3zsx__chain0	99.3	100.0	100.0	149	148	149	8.280000000000001e-109	300.0
4chz	4chz_A	3zsx	3zsx__chain0	100.0	98.7	100.0	149	151	149	6.86e-111	305.0
4ci4	4ci4_A	2yfe	2yfe__chain0	62.6	100.0	96.2	254	248	264	2.44e-114	322.0
4ci5	4ci5_A	3b1m	3b1m__chain0	100.0	100.0	100.0	260	260	260	1.0600000000000001e-184	501.0
4cie	4cie_A	4cig	4cig__chain0	99.3	100.0	100.0	147	146	147	2.39e-107	296.0
4cif	4cif_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ciy	4ciy_A	3n7a	3n7a__chain5	98.5	100.0	100.0	137	136	137	4.94e-93	259.0
4cj3	4cj3_A	3zsx	3zsx__chain0	99.3	100.0	100.0	149	148	149	8.280000000000001e-109	300.0
4cj5	4cj5_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cje	4cje_B	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cjf	4cjf_A	4cig	4cig__chain0	100.0	99.3	100.0	147	148	147	6.610000000000001e-110	302.0
4cjk	4cjk_A	4cig	4cig__chain0	100.0	99.3	100.0	147	148	147	6.610000000000001e-110	302.0
4cjl	4cjl_A	3zsx	3zsx__chain0	99.3	99.3	100.0	149	149	149	8.630000000000001e-109	300.0
4cjs	4cjs_A	4cig	4cig__chain0	100.0	99.3	100.0	147	148	147	6.610000000000001e-110	302.0
4cjt	4cjt_A	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	6.58e-111	305.0
4cju	4cju_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4cjv	4cjv_A	3zsx	3zsx__chain0	100.0	99.3	99.3	148	149	149	3.6600000000000004e-110	303.0
4cjw	4cjw_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ck1	4ck1_A	3zsx	3zsx__chain0	100.0	100.0	100.0	149	149	149	2.2e-111	306.0
4ck2	4ck2_A	3zsx	3zsx__chain0	100.0	99.3	100.0	149	150	149	6.58e-111	305.0
4cky	4cky_A	3n7a	3n7a__chain5	97.8	100.0	100.0	137	134	137	3.75e-92	256.0
4cl0	4cl0_A	2xb8	2xb8__chain0	100.0	100.0	99.3	140	140	141	6.18e-98	271.0
4coq	4coq_A	4jsz	4jsz__chain0	38.1	98.2	98.1	257	225	257	1.02e-39	131.0
4cre	4cre_A	4crc	4crc__chain0	100.0	99.6	100.0	237	238	237	2.27e-186	503.0
4crg	4crg_A	4cr9	4cr9__chain0	98.7	100.0	99.6	237	234	238	3.73e-182	492.0
4crs	4crs_A	1ydr	1ydr__chain0	41.4	88.6	86.6	297	334	336	1.2e-80	243.0
4csv	4csv_A	3k5v	3k5v__chain0	62.9	99.6	92.0	264	244	286	1.17e-123	347.0
4ctb	4ctb_A	3pyy	3pyy__chain0	39.7	90.8	99.2	277	293	265	1.02e-61	190.0
4ctc	4ctc_A	4rfm	4rfm__chain0	41.3	79.6	85.1	230	289	249	1.41e-56	176.0
4ctm	4ctm_A	3ebp	3ebp__chain0	99.5	100.0	100.0	810	807	810	0.0	1627.0
4ctn	4ctn_A	3ebp	3ebp__chain0	99.5	100.0	100.0	810	807	810	0.0	1627.0
4cto	4cto_A	3ebp	3ebp__chain0	99.9	100.0	100.0	810	810	810	0.0	1637.0
4cup	4cup_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cuq	4cuq_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cur	4cur_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cus	4cus_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cut	4cut_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cuu	4cuu_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
4cxa	4cxa_A	2xnb	2xnb__chain0	44.4	90.0	97.0	302	330	296	1.9700000000000002e-79	238.0
4d1x	4d1x_A	2fvd	2fvd__chain0	94.4	100.0	99.3	285	274	284	3.3700000000000002e-195	529.0
4d1z	4d1z_A	2fvd	2fvd__chain0	91.8	100.0	98.2	279	258	284	3.91e-183	498.0
4d2w	4d2w_B	3ag9	3ag9__chain0	35.4	75.9	80.6	257	323	319	4.68e-44	147.0
4d4v	4d4v_A	3k5v	3k5v__chain0	38.1	98.4	92.3	270	256	286	3.5e-63	193.0
4d76	4d76_A	4cr9	4cr9__chain0	100.0	100.0	99.2	236	236	238	6.23e-186	502.0
4d7f	4d7f_A	4cr9	4cr9__chain0	100.0	100.0	99.2	236	236	238	6.23e-186	502.0
4d7g	4d7g_A	4cr9	4cr9__chain0	100.0	100.0	99.2	236	236	238	6.23e-186	502.0
4d9t	4d9t_A	3ag9	3ag9__chain0	32.9	94.0	86.8	292	299	319	5.4799999999999996e-42	141.0
4daw	4daw_A	4eor	4eor__chain0	31.1	89.5	99.0	293	294	294	6.01e-33	116.0
4dc2	4dc2_A	3ag9	3ag9__chain0	39.0	86.0	87.5	287	329	319	4.4299999999999996e-69	212.0
4de3	4de3_B	3g2z	3g2z__chain0	100.0	100.0	99.6	261	261	262	4.1600000000000005e-185	502.0
4dfx	4dfx_E	1q8t	1q8t__chain0	97.1	97.1	99.7	340	350	341	1.2e-249	672.0
4dg0	4dg0_E	1q8t	1q8t__chain0	97.1	99.7	99.7	340	341	341	1.18e-249	672.0
4dg3	4dg3_E	1q8t	1q8t__chain0	96.7	100.0	98.8	337	337	341	7.910000000000001e-247	664.0
4dh7	4dh7_A	1ydr	1ydr__chain0	97.0	100.0	100.0	336	336	336	3.12e-247	665.0
4dh8	4dh8_A	1ydr	1ydr__chain0	97.0	100.0	100.0	336	336	336	3.12e-247	665.0
4dit	4dit_A	2fvd	2fvd__chain0	33.7	81.5	97.2	288	329	284	7.9800000000000005e-50	161.0
4dmn	4dmn_A	3ao4	3ao4__chain0	95.0	97.2	100.0	141	145	139	4.79e-96	267.0
4don	4don_A	3p5o	3p5o__chain0	100.0	100.0	97.6	124	124	127	3.18e-95	263.0
