set,bond_type,len_lo,len_hi,n,pct
"Reference ligand (train+test, pose-weighted)",C-O,1.125,1.13,1,0.0004
"Reference ligand (train+test, pose-weighted)",C-O,1.13,1.135,2,0.0008
"Reference ligand (train+test, pose-weighted)",C-O,1.135,1.14,5,0.002
"Reference ligand (train+test, pose-weighted)",C-O,1.14,1.145,11,0.0044
"Reference ligand (train+test, pose-weighted)",C-O,1.145,1.15,8,0.0032
"Reference ligand (train+test, pose-weighted)",C-O,1.15,1.155,8,0.0032
"Reference ligand (train+test, pose-weighted)",C-O,1.155,1.16,0,0.0
"Reference ligand (train+test, pose-weighted)",C-O,1.16,1.165,4,0.0016
"Reference ligand (train+test, pose-weighted)",C-O,1.165,1.17,15,0.006
"Reference ligand (train+test, pose-weighted)",C-O,1.17,1.175,95,0.0382
"Reference ligand (train+test, pose-weighted)",C-O,1.175,1.18,101,0.0406
"Reference ligand (train+test, pose-weighted)",C-O,1.18,1.185,126,0.0506
"Reference ligand (train+test, pose-weighted)",C-O,1.185,1.19,270,0.1085
"Reference ligand (train+test, pose-weighted)",C-O,1.19,1.195,221,0.0888
"Reference ligand (train+test, pose-weighted)",C-O,1.195,1.2,311,0.125
"Reference ligand (train+test, pose-weighted)",C-O,1.2,1.205,196,0.0788
"Reference ligand (train+test, pose-weighted)",C-O,1.205,1.21,334,0.1342
"Reference ligand (train+test, pose-weighted)",C-O,1.21,1.215,495,0.1989
"Reference ligand (train+test, pose-weighted)",C-O,1.215,1.22,695,0.2793
"Reference ligand (train+test, pose-weighted)",C-O,1.22,1.225,971,0.3903
"Reference ligand (train+test, pose-weighted)",C-O,1.225,1.23,900,0.3617
"Reference ligand (train+test, pose-weighted)",C-O,1.23,1.235,1061,0.4264
"Reference ligand (train+test, pose-weighted)",C-O,1.235,1.24,1100,0.4421
"Reference ligand (train+test, pose-weighted)",C-O,1.24,1.245,1599,0.6426
"Reference ligand (train+test, pose-weighted)",C-O,1.245,1.25,3429,1.3781
"Reference ligand (train+test, pose-weighted)",C-O,1.25,1.255,3940,1.5835
"Reference ligand (train+test, pose-weighted)",C-O,1.255,1.26,2877,1.1563
"Reference ligand (train+test, pose-weighted)",C-O,1.26,1.265,2265,0.9103
"Reference ligand (train+test, pose-weighted)",C-O,1.265,1.27,1252,0.5032
"Reference ligand (train+test, pose-weighted)",C-O,1.27,1.275,697,0.2801
"Reference ligand (train+test, pose-weighted)",C-O,1.275,1.28,648,0.2604
"Reference ligand (train+test, pose-weighted)",C-O,1.28,1.285,485,0.1949
"Reference ligand (train+test, pose-weighted)",C-O,1.285,1.29,518,0.2082
"Reference ligand (train+test, pose-weighted)",C-O,1.29,1.295,349,0.1403
"Reference ligand (train+test, pose-weighted)",C-O,1.295,1.3,500,0.201
"Reference ligand (train+test, pose-weighted)",C-O,1.3,1.305,495,0.1989
"Reference ligand (train+test, pose-weighted)",C-O,1.305,1.31,609,0.2448
"Reference ligand (train+test, pose-weighted)",C-O,1.31,1.315,602,0.2419
"Reference ligand (train+test, pose-weighted)",C-O,1.315,1.32,527,0.2118
"Reference ligand (train+test, pose-weighted)",C-O,1.32,1.325,553,0.2223
"Reference ligand (train+test, pose-weighted)",C-O,1.325,1.33,1150,0.4622
"Reference ligand (train+test, pose-weighted)",C-O,1.33,1.335,1432,0.5755
"Reference ligand (train+test, pose-weighted)",C-O,1.335,1.34,1554,0.6246
"Reference ligand (train+test, pose-weighted)",C-O,1.34,1.345,1823,0.7327
"Reference ligand (train+test, pose-weighted)",C-O,1.345,1.35,2302,0.9252
"Reference ligand (train+test, pose-weighted)",C-O,1.35,1.355,2715,1.0912
"Reference ligand (train+test, pose-weighted)",C-O,1.355,1.36,4640,1.8648
"Reference ligand (train+test, pose-weighted)",C-O,1.36,1.365,5757,2.3138
"Reference ligand (train+test, pose-weighted)",C-O,1.365,1.37,6030,2.4235
"Reference ligand (train+test, pose-weighted)",C-O,1.37,1.375,6345,2.5501
"Reference ligand (train+test, pose-weighted)",C-O,1.375,1.38,5443,2.1876
"Reference ligand (train+test, pose-weighted)",C-O,1.38,1.385,5318,2.1373
"Reference ligand (train+test, pose-weighted)",C-O,1.385,1.39,4589,1.8443
"Reference ligand (train+test, pose-weighted)",C-O,1.39,1.395,4128,1.6591
"Reference ligand (train+test, pose-weighted)",C-O,1.395,1.4,5645,2.2688
"Reference ligand (train+test, pose-weighted)",C-O,1.4,1.405,6169,2.4794
"Reference ligand (train+test, pose-weighted)",C-O,1.405,1.41,7564,3.04
"Reference ligand (train+test, pose-weighted)",C-O,1.41,1.415,9570,3.8462
"Reference ligand (train+test, pose-weighted)",C-O,1.415,1.42,12670,5.0922
"Reference ligand (train+test, pose-weighted)",C-O,1.42,1.425,16842,6.7689
"Reference ligand (train+test, pose-weighted)",C-O,1.425,1.43,21953,8.8231
"Reference ligand (train+test, pose-weighted)",C-O,1.43,1.435,22546,9.0614
"Reference ligand (train+test, pose-weighted)",C-O,1.435,1.44,16370,6.5792
"Reference ligand (train+test, pose-weighted)",C-O,1.44,1.445,11322,4.5504
"Reference ligand (train+test, pose-weighted)",C-O,1.445,1.45,8598,3.4556
"Reference ligand (train+test, pose-weighted)",C-O,1.45,1.455,7033,2.8266
"Reference ligand (train+test, pose-weighted)",C-O,1.455,1.46,4739,1.9046
"Reference ligand (train+test, pose-weighted)",C-O,1.46,1.465,3681,1.4794
"Reference ligand (train+test, pose-weighted)",C-O,1.465,1.47,2562,1.0297
"Reference ligand (train+test, pose-weighted)",C-O,1.47,1.475,2092,0.8408
"Reference ligand (train+test, pose-weighted)",C-O,1.475,1.48,1631,0.6555
"Reference ligand (train+test, pose-weighted)",C-O,1.48,1.485,1163,0.4674
"Reference ligand (train+test, pose-weighted)",C-O,1.485,1.49,957,0.3846
"Reference ligand (train+test, pose-weighted)",C-O,1.49,1.495,611,0.2456
"Reference ligand (train+test, pose-weighted)",C-O,1.495,1.5,544,0.2186
"Reference ligand (train+test, pose-weighted)",C-O,1.5,1.505,469,0.1885
"Reference ligand (train+test, pose-weighted)",C-O,1.505,1.51,306,0.123
"Reference ligand (train+test, pose-weighted)",C-O,1.51,1.515,329,0.1322
"Reference ligand (train+test, pose-weighted)",C-O,1.515,1.52,192,0.0772
"Reference ligand (train+test, pose-weighted)",C-O,1.52,1.525,207,0.0832
"Reference ligand (train+test, pose-weighted)",C-O,1.525,1.53,118,0.0474
"Reference ligand (train+test, pose-weighted)",C-O,1.53,1.535,89,0.0358
"Reference ligand (train+test, pose-weighted)",C-O,1.535,1.54,173,0.0695
"Reference ligand (train+test, pose-weighted)",C-O,1.54,1.545,83,0.0334
"Reference ligand (train+test, pose-weighted)",C-O,1.545,1.55,69,0.0277
"Reference ligand (train+test, pose-weighted)",C-O,1.55,1.555,93,0.0374
"Reference ligand (train+test, pose-weighted)",C-O,1.555,1.56,125,0.0502
"Reference ligand (train+test, pose-weighted)",C-O,1.56,1.565,22,0.0088
"Reference ligand (train+test, pose-weighted)",C-O,1.565,1.57,28,0.0113
"Reference ligand (train+test, pose-weighted)",C-O,1.57,1.575,39,0.0157
"Reference ligand (train+test, pose-weighted)",C-O,1.575,1.58,19,0.0076
"Reference ligand (train+test, pose-weighted)",C-O,1.58,1.585,17,0.0068
"Reference ligand (train+test, pose-weighted)",C-O,1.585,1.59,52,0.0209
"Reference ligand (train+test, pose-weighted)",C-O,1.59,1.595,42,0.0169
"Reference ligand (train+test, pose-weighted)",C-O,1.595,1.6,32,0.0129
"Reference ligand (train+test, pose-weighted)",C-O,1.6,1.605,17,0.0068
"Reference ligand (train+test, pose-weighted)",C-O,1.605,1.61,36,0.0145
"Reference ligand (train+test, pose-weighted)",C-O,1.61,1.615,56,0.0225
"Reference ligand (train+test, pose-weighted)",C-O,1.615,1.62,25,0.01
"Reference ligand (train+test, pose-weighted)",C-O,1.62,1.625,3,0.0012
"Reference ligand (train+test, pose-weighted)",C-O,1.625,1.63,9,0.0036
"Reference ligand (train+test, pose-weighted)",C-O,1.63,1.635,0,0.0
"Reference ligand (train+test, pose-weighted)",C-O,1.635,1.64,5,0.002
"Reference ligand (train+test, pose-weighted)",C-O,1.64,1.645,27,0.0109
"Reference ligand (train+test, pose-weighted)",C-O,1.645,1.65,17,0.0068
"Reference ligand (train+test, pose-weighted)",C-O,1.65,1.655,1,0.0004
"Reference ligand (train+test, pose-weighted)",C-O,1.655,1.66,8,0.0032
"Reference ligand (train+test, pose-weighted)",C-O,1.66,1.665,10,0.004
"Reference ligand (train+test, pose-weighted)",C-O,1.665,1.67,26,0.0104
"Reference ligand (train+test, pose-weighted)",C-O,1.67,1.675,0,0.0
"Reference ligand (train+test, pose-weighted)",C-O,1.675,1.68,22,0.0088
"Reference ligand (train+test, pose-weighted)",C-O,1.68,1.685,1,0.0004
"Reference ligand (train+test, pose-weighted)",C-O,1.685,1.69,12,0.0048
"Reference ligand (train+test, pose-weighted)",C-O,1.69,inf,110,0.0442
"Reference ligand (train+test, pose-weighted)",C=O,-inf,1.1,39,0.0385
"Reference ligand (train+test, pose-weighted)",C=O,1.1,1.105,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.105,1.11,1,0.001
"Reference ligand (train+test, pose-weighted)",C=O,1.11,1.115,9,0.0089
"Reference ligand (train+test, pose-weighted)",C=O,1.115,1.12,7,0.0069
"Reference ligand (train+test, pose-weighted)",C=O,1.12,1.125,25,0.0247
"Reference ligand (train+test, pose-weighted)",C=O,1.125,1.13,38,0.0375
"Reference ligand (train+test, pose-weighted)",C=O,1.13,1.135,32,0.0316
"Reference ligand (train+test, pose-weighted)",C=O,1.135,1.14,9,0.0089
"Reference ligand (train+test, pose-weighted)",C=O,1.14,1.145,48,0.0474
"Reference ligand (train+test, pose-weighted)",C=O,1.145,1.15,72,0.0711
"Reference ligand (train+test, pose-weighted)",C=O,1.15,1.155,19,0.0188
"Reference ligand (train+test, pose-weighted)",C=O,1.155,1.16,85,0.084
"Reference ligand (train+test, pose-weighted)",C=O,1.16,1.165,132,0.1304
"Reference ligand (train+test, pose-weighted)",C=O,1.165,1.17,86,0.0849
"Reference ligand (train+test, pose-weighted)",C=O,1.17,1.175,150,0.1482
"Reference ligand (train+test, pose-weighted)",C=O,1.175,1.18,339,0.3348
"Reference ligand (train+test, pose-weighted)",C=O,1.18,1.185,406,0.401
"Reference ligand (train+test, pose-weighted)",C=O,1.185,1.19,865,0.8544
"Reference ligand (train+test, pose-weighted)",C=O,1.19,1.195,1070,1.0569
"Reference ligand (train+test, pose-weighted)",C=O,1.195,1.2,906,0.8949
"Reference ligand (train+test, pose-weighted)",C=O,1.2,1.205,1340,1.3236
"Reference ligand (train+test, pose-weighted)",C=O,1.205,1.21,2465,2.4348
"Reference ligand (train+test, pose-weighted)",C=O,1.21,1.215,4124,4.0735
"Reference ligand (train+test, pose-weighted)",C=O,1.215,1.22,7840,7.744
"Reference ligand (train+test, pose-weighted)",C=O,1.22,1.225,11941,11.7947
"Reference ligand (train+test, pose-weighted)",C=O,1.225,1.23,13020,12.8605
"Reference ligand (train+test, pose-weighted)",C=O,1.23,1.235,11538,11.3967
"Reference ligand (train+test, pose-weighted)",C=O,1.235,1.24,6440,6.3611
"Reference ligand (train+test, pose-weighted)",C=O,1.24,1.245,5382,5.3161
"Reference ligand (train+test, pose-weighted)",C=O,1.245,1.25,6191,6.1152
"Reference ligand (train+test, pose-weighted)",C=O,1.25,1.255,6309,6.2317
"Reference ligand (train+test, pose-weighted)",C=O,1.255,1.26,4636,4.5792
"Reference ligand (train+test, pose-weighted)",C=O,1.26,1.265,3050,3.0126
"Reference ligand (train+test, pose-weighted)",C=O,1.265,1.27,2007,1.9824
"Reference ligand (train+test, pose-weighted)",C=O,1.27,1.275,1269,1.2535
"Reference ligand (train+test, pose-weighted)",C=O,1.275,1.28,764,0.7546
"Reference ligand (train+test, pose-weighted)",C=O,1.28,1.285,680,0.6717
"Reference ligand (train+test, pose-weighted)",C=O,1.285,1.29,544,0.5373
"Reference ligand (train+test, pose-weighted)",C=O,1.29,1.295,430,0.4247
"Reference ligand (train+test, pose-weighted)",C=O,1.295,1.3,420,0.4149
"Reference ligand (train+test, pose-weighted)",C=O,1.3,1.305,485,0.4791
"Reference ligand (train+test, pose-weighted)",C=O,1.305,1.31,260,0.2568
"Reference ligand (train+test, pose-weighted)",C=O,1.31,1.315,291,0.2874
"Reference ligand (train+test, pose-weighted)",C=O,1.315,1.32,329,0.325
"Reference ligand (train+test, pose-weighted)",C=O,1.32,1.325,254,0.2509
"Reference ligand (train+test, pose-weighted)",C=O,1.325,1.33,279,0.2756
"Reference ligand (train+test, pose-weighted)",C=O,1.33,1.335,280,0.2766
"Reference ligand (train+test, pose-weighted)",C=O,1.335,1.34,311,0.3072
"Reference ligand (train+test, pose-weighted)",C=O,1.34,1.345,397,0.3921
"Reference ligand (train+test, pose-weighted)",C=O,1.345,1.35,414,0.4089
"Reference ligand (train+test, pose-weighted)",C=O,1.35,1.355,394,0.3892
"Reference ligand (train+test, pose-weighted)",C=O,1.355,1.36,398,0.3931
"Reference ligand (train+test, pose-weighted)",C=O,1.36,1.365,377,0.3724
"Reference ligand (train+test, pose-weighted)",C=O,1.365,1.37,333,0.3289
"Reference ligand (train+test, pose-weighted)",C=O,1.37,1.375,291,0.2874
"Reference ligand (train+test, pose-weighted)",C=O,1.375,1.38,121,0.1195
"Reference ligand (train+test, pose-weighted)",C=O,1.38,1.385,110,0.1087
"Reference ligand (train+test, pose-weighted)",C=O,1.385,1.39,200,0.1976
"Reference ligand (train+test, pose-weighted)",C=O,1.39,1.395,124,0.1225
"Reference ligand (train+test, pose-weighted)",C=O,1.395,1.4,166,0.164
"Reference ligand (train+test, pose-weighted)",C=O,1.4,1.405,114,0.1126
"Reference ligand (train+test, pose-weighted)",C=O,1.405,1.41,54,0.0533
"Reference ligand (train+test, pose-weighted)",C=O,1.41,1.415,70,0.0691
"Reference ligand (train+test, pose-weighted)",C=O,1.415,1.42,51,0.0504
"Reference ligand (train+test, pose-weighted)",C=O,1.42,1.425,41,0.0405
"Reference ligand (train+test, pose-weighted)",C=O,1.425,1.43,43,0.0425
"Reference ligand (train+test, pose-weighted)",C=O,1.43,1.435,56,0.0553
"Reference ligand (train+test, pose-weighted)",C=O,1.435,1.44,34,0.0336
"Reference ligand (train+test, pose-weighted)",C=O,1.44,1.445,62,0.0612
"Reference ligand (train+test, pose-weighted)",C=O,1.445,1.45,31,0.0306
"Reference ligand (train+test, pose-weighted)",C=O,1.45,1.455,24,0.0237
"Reference ligand (train+test, pose-weighted)",C=O,1.455,1.46,26,0.0257
"Reference ligand (train+test, pose-weighted)",C=O,1.46,1.465,11,0.0109
"Reference ligand (train+test, pose-weighted)",C=O,1.465,1.47,15,0.0148
"Reference ligand (train+test, pose-weighted)",C=O,1.47,1.475,2,0.002
"Reference ligand (train+test, pose-weighted)",C=O,1.475,1.48,11,0.0109
"Reference ligand (train+test, pose-weighted)",C=O,1.48,1.485,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.485,1.49,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.49,1.495,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.495,1.5,36,0.0356
"Reference ligand (train+test, pose-weighted)",C=O,1.5,1.505,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.505,1.51,1,0.001
"Reference ligand (train+test, pose-weighted)",C=O,1.51,1.515,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.515,1.52,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.52,1.525,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.525,1.53,1,0.001
"Reference ligand (train+test, pose-weighted)",C=O,1.53,1.535,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.535,1.54,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.54,1.545,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.545,1.55,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.55,1.555,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.555,1.56,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.56,1.565,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.565,1.57,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.57,1.575,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.575,1.58,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.58,1.585,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.585,1.59,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.59,1.595,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.595,1.6,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.6,1.605,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.605,1.61,10,0.0099
"Reference ligand (train+test, pose-weighted)",C=O,1.61,1.615,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.615,1.62,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.62,1.625,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.625,1.63,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.63,1.635,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.635,1.64,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.64,1.645,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.645,1.65,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.65,1.655,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.655,1.66,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.66,1.665,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.665,1.67,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.67,1.675,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.675,1.68,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.68,1.685,5,0.0049
"Reference ligand (train+test, pose-weighted)",C=O,1.685,1.69,0,0.0
"Reference ligand (train+test, pose-weighted)",C=O,1.69,inf,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,-inf,1.1,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.1,1.105,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.105,1.11,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.11,1.115,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.115,1.12,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.12,1.125,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.125,1.13,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.13,1.135,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.135,1.14,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.14,1.145,1,0.0001
"Reference ligand (train+test, pose-weighted)",C:C,1.145,1.15,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.15,1.155,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.155,1.16,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.16,1.165,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.165,1.17,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.17,1.175,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.175,1.18,15,0.002
"Reference ligand (train+test, pose-weighted)",C:C,1.18,1.185,1,0.0001
"Reference ligand (train+test, pose-weighted)",C:C,1.185,1.19,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.19,1.195,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.195,1.2,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.2,1.205,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.205,1.21,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.21,1.215,68,0.0092
"Reference ligand (train+test, pose-weighted)",C:C,1.215,1.22,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.22,1.225,3,0.0004
"Reference ligand (train+test, pose-weighted)",C:C,1.225,1.23,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.23,1.235,9,0.0012
"Reference ligand (train+test, pose-weighted)",C:C,1.235,1.24,0,0.0
"Reference ligand (train+test, pose-weighted)",C:C,1.24,1.245,3,0.0004
