plinder_pdb	plinder_chain	cohort_pdb	cohort_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
4rrm	4rrm_A	4rr6	4rr6__chain0	99.3	100.0	100.0	136	136	136	6.7e-100	277.0
4rt7	4rt7_A	3gvu	3gvu__chain0	43.2	93.8	90.8	259	274	271	5.24e-67	204.0
4ruj	4ruj_A	5jy3	5jy3__chain0	37.1	84.2	86.8	202	240	228	5.7e-40	132.0
4ruo	4ruo_X	5jy3	5jy3__chain0	37.1	84.5	86.8	202	239	228	5.53e-40	132.0
4rup	4rup_A	5jy3	5jy3__chain0	37.1	84.5	86.8	202	239	228	5.53e-40	132.0
4rv6	4rv6_B	3gjw	3gjw__chain0	100.0	100.0	99.7	349	349	350	2.55e-253	683.0
4rzc	4rzc_L	1i7z	1i7z__chain0	58.4	97.3	50.2	113	110	219	4.22e-32	107.0
4rzv	4rzv_A	5hu9	5hu9__chain0	31.7	99.2	96.2	268	261	266	2.67e-35	122.0
4rzw	4rzw_B	5ia1	5ia1__chain0	32.8	98.0	94.6	253	252	261	8.730000000000001e-37	125.0
4s0t	4s0t_A	5jy3	5jy3__chain0	31.8	67.4	82.5	195	279	228	5.56e-22	86.7
4s14	4s14_A	5vb5	5vb5__chain0	100.0	99.2	93.8	243	245	259	3.04e-180	490.0
4s15	4s15_A	5vb5	5vb5__chain0	53.3	100.0	93.4	244	244	259	6.83e-88	256.0
4s1d	4s1d_H	1qyg	1qyg__chain1	70.6	100.0	100.0	221	216	220	1.75e-105	298.0
4s34	4s34_A	4qyy	4qyy__chain0	99.4	98.0	99.4	336	343	337	8.300000000000001e-252	678.0
4tll	4tll_C	6e7r	6e7r__chain0	96.7	50.3	100.0	362	719	358	5.7400000000000005e-245	677.0
4tlm	4tlm_C	6e7r	6e7r__chain0	96.7	48.3	100.0	362	750	358	1.71e-244	677.0
4tn6	4tn6_B	4btk	4btk__chain0	37.5	96.5	94.1	277	285	287	2.9399999999999996e-52	167.0
4tnb	4tnb_A	4rqk	4rqk__chain0	35.3	51.2	94.1	275	529	286	2.89e-46	158.0
4tnd	4tnd_A	4rqk	4rqk__chain0	35.3	51.2	94.1	275	529	286	2.89e-46	158.0
4tor	4tor_A	4kzq	4kzq__chain1	91.3	22.0	97.9	46	209	47	1.61e-26	91.7
4tos	4tos_A	4kzq	4kzq__chain1	91.3	22.1	97.9	46	208	47	1.5700000000000001e-26	91.7
4tqh	4tqh_A	4d7b	4d7b__chain0	100.0	99.1	100.0	116	117	116	1.35e-83	234.0
4tqi	4tqi_A	4d7b	4d7b__chain0	100.0	100.0	100.0	116	116	116	9.09e-84	235.0
4try	4try_B	2qmg	2qmg__chain0	100.0	100.0	99.5	388	388	390	4.2199999999999995e-297	797.0
4ts3	4ts3_A	1pr5	1pr5__chain2	100.0	100.0	100.0	237	237	237	3.4e-172	468.0
4ts8	4ts8_A	4yk0	4yk0__chain0	100.0	100.0	99.1	112	112	113	1.16e-82	232.0
4ts9	4ts9_A	1pr5	1pr5__chain2	99.6	100.0	100.0	237	237	237	3.97e-171	466.0
4tta	4tta_A	1pr5	1pr5__chain2	99.2	100.0	100.0	237	237	237	1.33e-169	462.0
4tth	4tth_B	1pxn	1pxn__chain0	47.9	99.2	94.9	282	256	294	2.28e-82	244.0
4tti	4tti_A	1pr5	1pr5__chain2	99.2	100.0	100.0	237	237	237	1.33e-169	462.0
4ttj	4ttj_A	1pr5	1pr5__chain2	99.2	100.0	100.0	237	237	237	1.33e-169	462.0
4tu5	4tu5_X	2w9h	2w9h__chain0	100.0	100.0	99.4	157	157	158	2.48e-119	328.0
4tuz	4tuz_A	4k4j	4k4j__chain0	30.8	95.4	99.1	227	237	214	6.559999999999999e-23	87.8
4tv1	4tv1_B	4k4j	4k4j__chain0	32.6	80.7	86.9	190	233	214	4.53e-21	82.8
4two	4two_A	5ia1	5ia1__chain0	71.8	94.2	97.7	262	278	261	1.22e-140	391.0
4tx0	4tx0_A	4jfk	4jfk__chain0	100.0	100.0	100.0	128	128	128	1.9699999999999997e-95	265.0
4tyh	4tyh_B	4f9y	4f9y__chain0	97.4	100.0	99.7	340	335	339	2.2299999999999999e-243	657.0
4tyi	4tyi_A	3gvu	3gvu__chain0	42.6	92.8	93.4	263	277	271	3.5e-71	215.0
4tyj	4tyj_A	5hu9	5hu9__chain0	44.0	91.0	94.4	259	278	266	1.6099999999999999e-68	208.0
4tzr	4tzr_A	5aut	5aut__chain0	38.4	56.6	96.4	268	461	274	4.2999999999999994e-54	177.0
4u1o	4u1o_A	4igt	4igt__chain0	98.5	100.0	99.6	262	262	263	1.2799999999999999e-191	520.0
4u1w	4u1w_C	2al5	2al5__chain0	78.3	43.9	99.6	323	736	260	8.57e-167	475.0
4u1x	4u1x_B	2al5	2al5__chain0	78.3	43.8	99.6	323	738	260	2.82e-168	479.0
4u1y	4u1y_C	4igt	4igt__chain0	77.9	44.7	98.9	326	730	263	1.39e-167	477.0
4u1z	4u1z_A	4igt	4igt__chain0	98.5	100.0	99.6	262	262	263	1.2799999999999999e-191	520.0
4u21	4u21_A	4igt	4igt__chain0	98.5	100.0	99.6	262	262	263	1.2799999999999999e-191	520.0
4u22	4u22_A	4igt	4igt__chain0	98.5	100.0	99.6	262	262	263	1.2799999999999999e-191	520.0
4u23	4u23_A	2al5	2al5__chain0	98.5	100.0	99.6	259	259	260	2.8e-189	513.0
4u2q	4u2q_C	2al5	2al5__chain0	77.1	44.0	99.6	327	744	260	6.240000000000001e-166	473.0
4u40	4u40_A	6nfy	6nfy__chain1	44.6	92.5	93.3	276	295	285	2.63e-76	229.0
4u41	4u41_A	6nfy	6nfy__chain1	44.7	92.0	93.3	273	275	285	1.1399999999999999e-69	212.0
4u42	4u42_B	6nfy	6nfy__chain1	42.5	92.1	93.3	273	265	285	4.15e-67	205.0
4u5b	4u5b_A	2al5	2al5__chain0	76.8	44.4	99.6	328	738	260	4.55e-167	476.0
4u5c	4u5c_B	4igt	4igt__chain0	75.7	44.8	98.9	334	746	263	1.84e-166	475.0
4u5d	4u5d_B	4igt	4igt__chain0	76.9	44.6	98.9	329	738	263	2.53e-167	477.0
4u5e	4u5e_A	2al5	2al5__chain0	76.8	44.4	99.6	328	738	260	4.55e-167	476.0
4u5f	4u5f_B	4igt	4igt__chain0	77.2	44.6	98.9	329	738	263	4.4599999999999995e-168	479.0
4u6a	4u6a_A	4kzq	4kzq__chain0	88.8	78.0	99.4	160	205	161	1.5499999999999999e-108	303.0
4u7z	4u7z_A	6nfy	6nfy__chain1	31.0	91.8	91.9	274	291	285	1.9699999999999998e-38	132.0
4u80	4u80_A	6nfy	6nfy__chain1	31.0	92.7	91.9	274	286	285	2.42e-38	131.0
4u81	4u81_A	6nfy	6nfy__chain1	31.0	91.7	91.9	274	289	285	2.62e-38	131.0
4u8z	4u8z_A	6nfy	6nfy__chain1	43.3	94.5	98.6	282	290	285	3.0100000000000005e-79	237.0
4u97	4u97_A	6o95	6o95__chain0	93.7	100.0	98.3	286	272	291	1.16e-185	506.0
4u9a	4u9a_A	6o95	6o95__chain0	93.7	100.0	98.3	286	272	291	1.16e-185	506.0
4ub7	4ub7_A	3pe1	3pe1__chain0	100.0	97.9	100.0	327	334	327	1.9600000000000002e-252	679.0
4uba	4uba_A	3pe1	3pe1__chain0	100.0	98.2	100.0	327	333	327	1.8800000000000002e-252	679.0
4ud9	4ud9_H	3po1	3po1__chain1	100.0	57.6	100.0	147	255	147	3.4400000000000004e-110	309.0
4udw	4udw_H	2jh0	2jh0__chain1	100.0	100.0	100.0	251	251	251	7.23e-199	537.0
4ue7	4ue7_H	2jh0	2jh0__chain1	100.0	100.0	100.0	251	251	251	7.23e-199	537.0
4ueu	4ueu_A	5hu9	5hu9__chain0	67.7	100.0	96.6	257	256	266	3.74e-135	377.0
4ump	4ump_B	2c3l	2c3l__chain0	35.7	78.1	96.2	266	324	265	4.4099999999999995e-46	152.0
4uov	4uov_A	4qy3	4qy3__chain0	38.5	98.2	98.1	257	225	257	6.9e-41	135.0
4ur9	4ur9_B	2vvs	2vvs__chain0	98.6	88.2	100.0	588	667	580	0.0	1184.0
4usd	4usd_B	6nfy	6nfy__chain0	41.3	93.3	95.4	271	267	282	5.079999999999999e-68	207.0
4use	4use_B	6nfy	6nfy__chain1	41.8	92.8	95.4	275	278	285	2.02e-68	209.0
4usf	4usf_B	6nfy	6nfy__chain1	38.6	89.8	92.6	267	285	285	1.3e-65	202.0
4uuj	4uuj_B	1q72	1q72__chain0	72.7	99.5	99.1	216	212	218	7.650000000000001e-110	309.0
4uvl	4uvl_C	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4uvn	4uvn_A	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4uvo	4uvo_A	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4uvp	4uvp_A	4iue	4iue__chain0	100.0	100.0	77.5	162	162	209	4.8400000000000006e-123	340.0
4uvs	4uvs_C	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4uvt	4uvt_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	2.3600000000000002e-122	338.0
4uvz	4uvz_C	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4uwb	4uwb_B	4wa9	4wa9__chain0	40.4	91.3	92.8	275	299	276	3.1e-68	209.0
4uwc	4uwc_B	6pl1	6pl1__chain0	40.6	90.7	92.1	278	301	290	3.2e-63	196.0
4uya	4uya_A	3ms9	3ms9__chain0	35.1	85.4	93.2	259	274	265	8.32e-38	129.0
4w5i	4w5i_B	4iue	4iue__chain0	100.0	100.0	100.0	209	209	209	1.2500000000000001e-160	437.0
4w5s	4w5s_A	4kzq	4kzq__chain0	88.8	76.6	99.4	160	209	161	1.2799999999999999e-108	303.0
4w6e	4w6e_A	4kzq	4kzq__chain1	89.4	21.9	100.0	47	210	47	1.45e-24	86.7
4w8d	4w8d_A	6nfy	6nfy__chain1	43.3	94.5	98.6	282	290	285	3.0100000000000005e-79	237.0
4w8e	4w8e_A	6nfy	6nfy__chain1	43.3	94.2	98.6	282	291	285	3.1100000000000005e-79	237.0
4wa4	4wa4_A	5nze	5nze__chain0	57.3	99.5	99.2	386	384	387	4.1199999999999996e-168	470.0
4wa5	4wa5_A	5nze	5nze__chain0	58.0	99.5	99.2	386	388	387	9.370000000000001e-173	482.0
4weg	4weg_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
4wg3	4wg3_A	5aut	5aut__chain0	38.4	56.7	96.4	268	460	274	4.21e-54	177.0
4wg4	4wg4_A	5aut	5aut__chain0	38.4	57.5	96.4	268	454	274	3.67e-54	177.0
4wg5	4wg5_A	5aut	5aut__chain0	38.4	56.3	96.4	268	464	274	6.45e-54	177.0
4whf	4whf_A	4k4j	4k4j__chain0	30.4	76.6	84.1	184	231	214	1.19e-18	76.3
4whg	4whg_B	4rak	4rak__chain1	30.8	82.8	85.3	198	232	232	8.57e-19	77.0
4whw	4whw_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
4wkq	4wkq_A	3ug2	3ug2__chain0	97.0	98.3	100.0	299	297	299	1.64e-214	580.0
4wl4	4wl4_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
4wo5	4wo5_A	3gvu	3gvu__chain0	32.8	94.7	91.1	259	266	271	4.21e-37	127.0
4wot	4wot_A	4uj1	4uj1__chain0	35.2	82.3	92.3	321	389	337	4.85e-68	213.0
4wqp	4wqp_A	5vb5	5vb5__chain0	100.0	100.0	90.3	234	234	259	2.3399999999999998e-172	469.0
4wub	4wub_A	4duh	4duh__chain0	96.1	52.9	100.0	203	384	195	8.409999999999999e-138	386.0
4wuc	4wuc_A	4duh	4duh__chain0	96.1	52.9	100.0	203	384	195	8.409999999999999e-138	386.0
4wud	4wud_A	4duh	4duh__chain0	96.1	52.9	100.0	203	384	195	8.409999999999999e-138	386.0
4wun	4wun_B	5hu9	5hu9__chain0	42.1	92.2	92.9	254	268	266	1.1399999999999998e-68	208.0
4wuq	4wuq_B	4qy3	4qy3__chain0	60.5	99.6	99.2	256	257	257	2.15e-111	316.0
4wv9	4wv9_E	2pgz	2pgz__chain0	100.0	100.0	99.5	210	210	211	6.67e-159	432.0
4wxj	4wxj_A	1syi	1syi__chain0	41.5	96.8	95.8	248	253	259	1.84e-64	197.0
4x0m	4x0m_A	3tzm	3tzm__chain0	99.3	98.0	100.0	297	303	295	7.13e-221	597.0
4x1g	4x1g_A	5jy3	5jy3__chain0	31.8	67.4	82.5	195	279	228	5.56e-22	86.7
4x2f	4x2f_A	3tzm	3tzm__chain0	99.3	98.0	100.0	297	303	295	7.13e-221	597.0
4x2j	4x2j_A	3tzm	3tzm__chain0	99.3	98.0	100.0	297	303	295	7.13e-221	597.0
4x2k	4x2k_A	3tzm	3tzm__chain0	99.3	98.0	100.0	297	303	295	7.13e-221	597.0
4x3j	4x3j_A	3gvu	3gvu__chain0	41.1	88.0	77.1	224	234	271	9.2e-57	177.0
4x5f	4x5f_A	2d0k	2d0k__chain0	96.2	99.4	99.4	158	159	159	3.01e-114	315.0
4x5g	4x5g_A	2d0k	2d0k__chain0	96.2	99.4	99.4	158	159	159	3.01e-114	315.0
4x5h	4x5h_A	2d0k	2d0k__chain0	96.2	99.4	99.4	158	159	159	3.01e-114	315.0
4x5i	4x5i_A	2d0k	2d0k__chain0	96.2	99.4	99.4	158	159	159	3.01e-114	315.0
4x5s	4x5s_A	4qy3	4qy3__chain0	37.1	99.6	99.2	259	224	257	9.43e-41	135.0
4x8s	4x8s_H	3po1	3po1__chain2	43.2	36.1	93.1	95	249	102	6.24e-22	82.4
4x9l	4x9l_A	3rlq	3rlq__chain0	73.7	98.5	94.1	209	205	221	3.54e-107	302.0
4xai	4xai_A	4k4j	4k4j__chain0	32.3	33.5	87.4	192	565	214	2.4799999999999997e-23	93.2
4xaj	4xaj_C	4k4j	4k4j__chain0	36.9	34.2	89.3	195	568	214	1.0100000000000001e-35	128.0
4xc0	4xc0_A	4cwn	4cwn__chain0	72.2	96.2	98.6	205	213	207	5.74e-105	296.0
4xc1	4xc1_L	1i7z	1i7z__chain0	79.0	100.0	99.5	219	214	219	4.21e-117	327.0
4xc3	4xc3_L	1i7z	1i7z__chain0	79.0	100.0	99.5	219	214	219	4.21e-117	327.0
4xcf	4xcf_L	1i7z	1i7z__chain0	79.0	100.0	99.5	219	214	219	4.21e-117	327.0
4xdm	4xdm_A	4cwn	4cwn__chain0	72.2	95.3	98.6	205	215	207	1.25e-104	295.0
4xe6	4xe6_X	2w9h	2w9h__chain0	100.0	100.0	99.4	157	157	158	2.48e-119	328.0
4xec	4xec_X	2w9h	2w9h__chain0	100.0	100.0	99.4	157	157	158	2.48e-119	328.0
4xey	4xey_A	4wa9	4wa9__chain0	98.5	99.3	98.2	271	269	276	3.38e-201	545.0
4xfz	4xfz_A	4j93	4j93__chain0	99.3	64.3	93.8	137	213	146	2.14e-100	282.0
4xhd	4xhd_A	5jy3	5jy3__chain0	30.8	68.7	82.5	195	268	228	1.21e-21	85.5
4xi3	4xi3_D	4k4j	4k4j__chain0	31.4	96.8	97.7	220	219	214	4.78e-19	77.0
4xiw	4xiw_A	4qy3	4qy3__chain0	33.6	98.3	98.1	262	237	257	6.65e-28	102.0
4xld	4xld_A	5jy3	5jy3__chain0	31.4	70.3	80.3	194	263	228	1.1e-21	85.5
4xli	4xli_A	3gvu	3gvu__chain0	95.5	100.0	96.3	268	264	271	5.35e-191	518.0
4xlv	4xlv_A	6pl1	6pl1__chain0	43.8	86.8	92.1	274	310	290	4.6199999999999995e-74	224.0
4xne	4xne_A	2ojj	2ojj__chain0	99.7	98.8	99.4	342	346	344	1.44e-259	698.0
4xnu	4xnu_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xnx	4xnx_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xoy	4xoy_A	4qyy	4qyy__chain0	96.7	98.8	100.0	337	330	337	2.68e-240	649.0
4xoz	4xoz_A	4qyy	4qyy__chain0	99.4	98.2	100.0	337	342	337	9.7e-253	681.0
4xp0	4xp0_A	4qyy	4qyy__chain0	99.1	98.2	100.0	337	340	337	7.350000000000001e-252	678.0
4xp1	4xp1_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xp2	4xp2_A	4qyy	4qyy__chain0	98.8	98.5	100.0	337	339	337	2.87e-251	677.0
4xp3	4xp3_A	4qyy	4qyy__chain0	99.1	98.2	100.0	337	341	337	1.54e-251	677.0
4xp4	4xp4_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xp5	4xp5_L	1q72	1q72__chain0	73.8	98.6	98.2	214	213	218	2.7800000000000005e-110	310.0
4xp6	4xp6_L	1q72	1q72__chain0	73.8	98.6	98.2	214	213	218	2.7800000000000005e-110	310.0
4xp9	4xp9_L	1q72	1q72__chain0	73.4	98.6	98.2	214	213	218	1.13e-109	308.0
4xpa	4xpa_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xpb	4xpb_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xpf	4xpf_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xpg	4xpg_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xph	4xph_L	1q72	1q72__chain0	73.1	99.1	99.1	216	214	218	4.1000000000000004e-110	310.0
4xpt	4xpt_L	1q72	1q72__chain0	73.6	99.1	99.1	216	214	218	1.0100000000000001e-110	311.0
4xr8	4xr8_C	6ggb	6ggb__chain0	97.5	99.5	100.0	198	199	198	3.1e-149	407.0
4xrj	4xrj_A	2ojj	2ojj__chain0	99.7	98.8	99.4	342	346	344	1.44e-259	698.0
4xrl	4xrl_A	4qyy	4qyy__chain0	98.5	98.8	100.0	337	338	337	9.229999999999999e-250	673.0
4xt1	4xt1_C	1q72	1q72__chain1	57.1	100.0	54.1	119	116	220	7.33e-41	130.0
4xtj	4xtj_A	4duh	4duh__chain0	96.1	52.9	100.0	203	384	195	8.409999999999999e-138	386.0
4xuf	4xuf_B	3gvu	3gvu__chain0	43.7	95.6	90.8	263	274	271	2.62e-67	205.0
4xw4	4xw4_A	4uj1	4uj1__chain0	97.3	100.0	100.0	337	337	337	2.09e-248	669.0
4y6d	4y6d_A	2j2u	2j2u__chain0	100.0	99.6	100.0	229	230	229	1.25e-177	481.0
4y71	4y71_A	1ezq	1ezq__chain0	100.0	100.0	100.0	234	234	234	3.8600000000000003e-181	491.0
4y72	4y72_A	2xnb	2xnb__chain0	67.2	99.0	96.6	290	292	296	1.02e-139	391.0
4y76	4y76_B	4y79	4y79__chain1	100.0	100.0	100.0	53	53	53	1.81e-41	123.0
4y7a	4y7a_A	1ezq	1ezq__chain0	100.0	100.0	100.0	234	234	234	3.8600000000000003e-181	491.0
4y7b	4y7b_A	1ezq	1ezq__chain0	100.0	100.0	100.0	234	234	234	3.8600000000000003e-181	491.0
4y93	4y93_A	4m0y	4m0y__chain0	60.4	60.6	98.9	260	429	263	1.6600000000000002e-116	336.0
4y95	4y95_D	4m0y	4m0y__chain0	61.2	98.1	98.9	260	265	263	3.86e-120	339.0
4y9b	4y9b_A	3nex	3nex__chain0	100.0	100.0	100.0	116	116	116	4.5e-84	236.0
4y9c	4y9c_A	3nex	3nex__chain0	100.0	100.0	99.1	115	115	116	1.0199999999999999e-82	232.0
4y9e	4y9e_A	3nex	3nex__chain0	100.0	100.0	100.0	116	116	116	4.5e-84	236.0
4y9f	4y9f_A	3nex	3nex__chain0	100.0	100.0	99.1	115	115	116	1.0199999999999999e-82	232.0
4y9g	4y9g_A	3nex	3nex__chain0	100.0	100.0	100.0	116	116	116	4.5e-84	236.0
4ydj	4ydj_H	1i7z	1i7z__chain1	66.0	100.0	100.0	238	238	220	4.51e-102	290.0
4ydm	4ydm_A	4d7b	4d7b__chain0	99.1	100.0	100.0	116	115	116	3.42e-81	228.0
4yff	4yff_B	1xkk	1xkk__chain0	30.7	92.4	85.8	254	264	289	1.21e-28	105.0
4yhi	4yhi_B	1i7z	1i7z__chain0	80.5	100.0	100.0	220	219	219	9.77e-122	339.0
4yhj	4yhj_B	1ydr	1ydr__chain0	35.0	57.6	81.5	286	490	336	3.54e-49	167.0
4yhk	4yhk_L	1i7z	1i7z__chain0	80.4	100.0	99.5	219	218	219	2.2e-120	336.0
4yhy	4yhy_C	1i7z	1i7z__chain0	70.7	100.0	97.7	215	210	219	2.83e-100	285.0
4yi3	4yi3_A	3ebo	3ebo__chain0	99.4	100.0	100.0	810	806	810	0.0	1620.0
4yi5	4yi5_A	3ebo	3ebo__chain0	99.8	100.0	100.0	810	809	810	0.0	1630.0
4yjk	4yjk_D	1odi	1odi__chain0	32.2	81.5	81.6	205	249	234	3.22e-25	94.7
4yjo	4yjo_A	3fqe	3fqe__chain0	97.8	100.0	97.4	267	267	269	7.43e-196	531.0
4yjp	4yjp_A	3fqe	3fqe__chain0	98.9	100.0	97.0	263	263	269	1.81e-195	530.0
4yjq	4yjq_A	3fqe	3fqe__chain0	95.6	100.0	97.4	270	266	269	3.64e-189	514.0
4yjr	4yjr_A	3fqe	3fqe__chain0	95.2	100.0	97.4	270	265	269	4.08e-188	511.0
4yjs	4yjs_A	3fqe	3fqe__chain0	96.2	100.0	97.0	264	257	269	2.8299999999999998e-186	506.0
4yjt	4yjt_A	3fqe	3fqe__chain0	97.0	100.0	97.4	270	270	269	9.79e-195	528.0
4yju	4yju_A	3fqe	3fqe__chain0	97.8	100.0	97.4	267	267	269	1.5000000000000001e-195	530.0
4yjv	4yjv_A	3fqe	3fqe__chain0	95.2	100.0	97.4	270	265	269	4.08e-188	511.0
4ykp	4ykp_B	4ykk	4ykk__chain1	100.0	99.2	100.0	255	257	255	5.95e-196	530.0
4ykq	4ykq_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4ykr	4ykr_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4ykt	4ykt_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4yku	4yku_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4ykw	4ykw_A	2xdx	2xdx__chain0	100.0	100.0	99.5	213	213	214	2.49e-151	414.0
4ykx	4ykx_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4yky	4yky_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4ykz	4ykz_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
4yma	4yma_B	4igt	4igt__chain0	100.0	100.0	98.9	260	260	263	2.9e-192	521.0
4yo4	4yo4_A	5aut	5aut__chain0	99.3	98.6	100.0	276	280	274	1.58e-197	536.0
4ypd	4ypd_A	5aut	5aut__chain0	99.3	98.2	100.0	276	281	274	1.6399999999999998e-197	536.0
4ypq	4ypq_A	5vb5	5vb5__chain0	100.0	100.0	93.8	243	243	259	5.66e-180	489.0
4ypw	4ypw_A	3axz	3axz__chain0	99.6	100.0	98.8	238	238	241	2.79e-179	486.0
4ypx	4ypx_A	3axz	3axz__chain0	99.6	100.0	98.8	239	239	241	3.4e-178	484.0
4ypy	4ypy_A	3axz	3axz__chain0	99.2	100.0	98.3	239	239	241	5.63e-177	481.0
4ypz	4ypz_A	3axz	3axz__chain0	99.6	100.0	98.3	237	236	241	1.43e-176	479.0
4yq0	4yq0_A	3axz	3axz__chain0	99.6	100.0	98.8	238	238	241	2.79e-179	486.0
4yq1	4yq1_A	3axz	3axz__chain0	99.2	99.2	99.6	242	244	241	8.749999999999999e-180	488.0
4yq2	4yq2_A	3axz	3axz__chain0	99.6	100.0	98.3	237	236	241	1.01e-176	480.0
4yq3	4yq3_A	3axz	3axz__chain0	99.6	99.2	99.6	240	242	241	3.42e-181	491.0
4yq4	4yq4_A	3axz	3axz__chain0	98.3	100.0	98.8	242	242	241	1.56e-177	482.0
4yq5	4yq5_A	3axz	3axz__chain0	98.8	99.6	100.0	244	245	241	1.58e-180	490.0
4yq6	4yq6_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	1.09e-178	485.0
4yq7	4yq7_A	3axz	3axz__chain0	99.6	100.0	98.8	238	238	241	2.79e-179	486.0
4yq8	4yq8_A	3axz	3axz__chain0	98.3	100.0	98.8	242	242	241	1.56e-177	482.0
4yq9	4yq9_A	3axz	3axz__chain0	98.8	99.6	100.0	244	245	241	1.58e-180	490.0
4yqa	4yqa_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	2.2e-178	484.0
4yqb	4yqb_A	3axz	3axz__chain0	98.8	100.0	98.3	240	240	241	2.91e-177	481.0
4yqc	4yqc_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	2.2e-178	484.0
4yqd	4yqd_A	3axz	3axz__chain0	97.5	100.0	98.8	244	244	241	2.41e-177	482.0
4yqg	4yqg_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	1.09e-178	485.0
4yqi	4yqi_A	3axz	3axz__chain0	99.6	100.0	98.8	238	238	241	2.79e-179	486.0
4yqj	4yqj_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	2.2e-178	484.0
4yqk	4yqk_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	1.09e-178	485.0
4yql	4yql_A	3axz	3axz__chain0	98.8	100.0	98.3	240	240	241	2.91e-177	481.0
4yqn	4yqn_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	1.09e-178	485.0
4yqo	4yqo_A	3axz	3axz__chain0	99.6	99.2	100.0	241	242	241	5.6799999999999995e-180	488.0
4yqp	4yqp_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	1.09e-178	485.0
4yqq	4yqq_A	3axz	3axz__chain0	99.6	100.0	98.8	238	238	241	2.79e-179	486.0
4yqr	4yqr_A	3axz	3axz__chain0	98.3	100.0	98.3	241	241	241	1.23e-176	480.0
4yqs	4yqs_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	2.2e-178	484.0
4yqt	4yqt_A	3axz	3axz__chain0	99.6	100.0	98.3	237	237	241	2.2e-178	484.0
4yt1	4yt1_B	5jy3	5jy3__chain0	31.4	72.0	80.3	194	257	228	9.73e-22	85.5
4yu0	4yu0_A	2al5	2al5__chain0	99.2	99.6	99.6	259	260	260	5.88e-189	513.0
4yu2	4yu2_B	6eis	6eis__chain0	99.1	99.7	100.0	347	348	345	1.5600000000000002e-257	693.0
4yu7	4yu7_B	4qem	4qem__chain0	55.4	100.0	100.0	121	121	121	2.1199999999999998e-48	146.0
4yuq	4yuq_A	2wtv	2wtv__chain0	38.0	53.2	93.2	255	462	264	1.52e-50	167.0
4yxs	4yxs_A	3dne	3dne__chain0	99.4	100.0	99.7	337	337	338	3.49e-254	684.0
4yyg	4yyg_A	5i7y	5i7y__chain0	100.0	100.0	99.0	100	100	101	1.18e-74	211.0
4yyh	4yyh_A	5i7y	5i7y__chain0	100.0	99.0	100.0	101	102	101	4.47e-75	212.0
